date,ip_total,ip_manuf,retail_vol,construction,exports_vol,imports_vol,unemp_rate,ip_de,ip_de_auto,ip_ea,services_iaf,services_H,services_J,services_N,real_wage_bill,hicp,esi_sk,ind_conf_sk,cons_conf_sk,esi_de,esi_ea,bond_10y,eur_usd
2002-01-31,1.1267724846342198,1.7699577099401065,2.2108490754203736,3.851258141119196,,,-0.1999999999999993,-0.23809535057415232,1.259198169736031,0.11166947000749161,-22.821046868139305,-11.466922093337262,-1.4585762376389866,-17.190601696492713,,1.4585762376389866,111.9,9.6,-30.9,84.1,96.0,-0.33999999999999986,-0.9026664731606668
2002-02-28,4.38426378641763,9.051400754083172,-3.8637792705414675,2.7941282200448114,3.5718082602079093,-0.5390848634876821,-0.10000000000000142,0.23809535057415232,-3.178233606959946,0.11154490838656272,-2.8415840999876707,1.321554247593637,1.1086601976369348,10.226248264223914,,0.3098033015587198,110.1,-1.1,-22.3,86.2,96.7,-0.08999999999999986,-1.4217100324149454
2002-03-31,-2.7175585378964584,-5.9423420470800625,5.02321254863336,3.497254321012111,2.7683428748416894,2.1391189981317726,-0.10000000000000142,0.5927699633275552,3.6982555796706507,0.8879081641130604,2.106807732921734,1.2567362830263384,-0.029455081214457834,-3.4196102487825897,,0.029455081214457834,115.0,9.9,-23.8,88.2,98.7,0.04999999999999982,0.680280391633048
2002-04-30,3.2523191705560173,5.621314484055251,-3.519424812179306,-0.11092624542863305,1.0186845306992875,-4.879016416943216,0.0,0.2361276185679273,0.10368067284405313,-0.2212390282941179,4.026013093484426,0.2694864890119053,1.3085585462104365,4.3472195030341165,,0.3674583395360642,106.4,-3.7,-24.8,87.2,97.9,0.09999999999999964,1.0617575292608497
2002-05-31,1.8494582636164214,3.7859411043422497,1.9217147185778494,1.6511107065793063,-5.91476725026947,4.082199452025526,0.10000000000000142,-0.8288975818954825,-2.200193519348481,0.33167526259942903,-2.2752562484198435,3.636106376534931,0.7249440997588508,13.98789847709665,,0.10264683062715108,109.0,5.5,-23.0,86.2,98.6,0.20999999999999996,3.435103910260244
2002-06-30,2.8389003262685897,2.144033123786926,1.7416985994001877,-4.3509372301947735,9.563596576583144,2.6317308317373556,-0.10000000000000142,2.001243951501408,8.427104378305739,0.5503591216978521,-6.158229926626735,1.5976123948594712,1.4746990000975568,5.39677031542567,,-0.38179194687852913,103.2,1.4,-20.6,84.6,96.4,0.15000000000000036,4.183625708619787
2002-07-31,0.0,2.3953241022492744,-0.4325889947121908,1.2464750619987086,3.205402629008347,2.5642430613337375,-0.09999999999999787,-1.5267472130788384,-7.793522533397201,-0.7713536867781201,-0.055313803485557145,-1.3011699349301242,-0.5976289925385014,11.028351619047694,,-0.22092946610543507,103.6,7.1,-15.6,84.2,95.0,-0.1900000000000004,3.836239630405643
2002-08-31,1.0126668817929563,-1.7910926566529817,-0.14461318499998654,-2.3932766211627765,-4.18740724710589,-4.134955981869526,0.0,2.107806372625376,13.838800123848394,0.44150182091167167,1.827110576974622,1.1917290182204887,2.070837502034273,-8.230620434549873,,0.6320297367576444,109.2,7.9,-20.3,82.9,92.7,-0.39999999999999947,-1.5691424412868886
2002-09-30,-1.0126668817929563,-2.130978658675131,-1.3110165924207884,-2.2158340988639225,0.9820046180975428,4.134955981869526,-0.10000000000000142,-0.9313222146666966,-7.4178481584387335,0.439561147303813,-13.820410047647602,-2.2331759082444336,-0.40941715326630046,-6.9334693401063685,,0.40941715326630046,113.0,9.6,-17.1,83.8,94.1,-0.6400000000000006,0.2625133901297816
2002-10-31,0.25412974286727064,0.6134988567516153,1.8882187721329657,3.7041271680349652,-5.009394531891553,1.257878220686015,0.0,-0.8220833144857664,-4.543941697210574,-0.5497539959194775,20.31389864694857,-2.6158430419102707,-0.6660038159167492,-2.9804387626878093,,0.1312431832571903,112.0,8.2,-22.3,82.0,92.2,-0.4899999999999993,0.053013081199554044
2002-11-30,4.224230519830119,4.192230638626304,-1.1577553342442037,1.354422510775688,3.6979003241087494,0.24968801985871814,-0.09999999999999787,1.2888286192352716,6.3052396740382655,0.3302149395758569,-8.94156371208128,-0.31496089028961727,1.595778543861126,-6.569525926539521,,0.0,108.5,10.7,-20.0,80.8,92.1,-0.6800000000000006,2.031856893382218
2002-12-31,0.48543784647976373,4.585330449612224,1.7316450011460205,0.0,4.516896836791151,2.948616565446338,-0.10000000000000142,-1.6432294627081845,-2.653718376528502,-1.4388737452099676,13.035712957756918,-4.851515611227164,-2.7379387188516624,3.3021456426514995,,0.33461877443601296,108.6,14.6,-18.0,79.7,91.1,-0.3099999999999996,1.793024716777055
2003-01-31,3.0991753308338144,3.576722385863107,-4.536256869716393,0.6703935722190302,-0.950878796902721,-4.203338170655213,-0.3000000000000007,0.9422920134505297,1.7769470511974639,1.4388737452099676,-24.486729327918777,-2.5596230016099675,-0.1579998705788732,-9.421595110476089,,5.165633668596481,103.5,0.4,-20.3,80.1,91.9,-0.13999999999999968,4.116816839173251
2003-02-28,0.701757265864611,-0.5420067469338985,-0.9022617599637961,-1.2325085992619833,3.7504395458454187,4.686430897621774,-0.1999999999999993,0.3510828650062692,-0.19588644853332227,0.3291281084073283,7.698295461315663,-6.185238679826277,-0.8213245952882975,0.055272829021069114,,0.5639241957710261,103.5,-1.0,-15.2,81.1,92.2,-0.0600000000000005,1.5145086920650739
2003-03-31,0.6968669316093745,-0.5449604767564953,-1.3688426660577235,4.733960383772207,1.2195273093818404,-0.7255170881171669,-0.1999999999999993,0.0,-0.5899722127187701,-0.7696574551989244,-9.90467710225671,3.3852310483829307,-0.35790201346972417,8.414445087367994e-05,,0.6153024129869955,99.4,-1.6,-19.8,82.0,90.4,0.08999999999999986,0.11907720416915735
2003-04-30,0.9216655104923976,0.0,2.570058310858059,-3.167932853896449,-1.2195273093818404,2.634882969675134,-0.40000000000000213,-0.3510828650062692,-2.395324102249319,0.44052934679159605,0.5337262230805884,-4.737640735636051,0.20222878329847482,4.736824802363637,,0.05451076722611248,108.2,10.6,-12.3,85.2,91.2,-0.10999999999999943,0.5995926355410783
2003-05-31,-0.2296212260350483,2.162246401316592,-1.3523872533324877,1.213473246599417,8.522040810870823,0.0,-0.09999999999999787,-0.5878911699776168,0.5037794029957077,-1.662088123604022,17.63858974673136,1.3060841364013864,0.9659359482476759,10.481570496606096,,0.05448106917649298,108.0,4.9,-14.9,83.9,91.0,-0.1800000000000006,6.186375853226518
2003-06-30,3.167685665357034,4.189094170915997,-0.3030305349179585,0.21905813798186458,0.0,0.4716989878139177,0.0,-0.59136777900477,-5.1557809664849685,0.0,-1.7299739774665923,0.7636137427986078,0.26153203179068996,6.373392524266164,,0.24479816386397957,107.7,12.0,-19.0,86.9,92.0,-0.019999999999999574,1.0220925463524322
2003-07-31,1.1074310299093781,4.266644631890326,0.3030305349179585,1.5201161332050184,2.5036078161325026,5.937817057826145,0.09999999999999787,1.8801963982400416,6.453852113757108,1.662088123604022,-3.512915326442023,8.070752341401022,1.792993170456958,3.430913268804847,,-0.040758101236715305,103.9,6.3,-23.4,88.0,92.6,0.09999999999999964,-2.6846164077541785
2003-08-31,-0.44150182091167167,-4.5233841824149135,0.3021150334175715,3.494267618409186,2.7101929777791245,-1.339305733643803,0.20000000000000284,-1.9988907741928408,-6.136894637629187,-1.216156503927479,11.398832388191682,-7.4662609286646475,-1.3431268228200288,-0.1468050945995003,,1.0946794900538848,105.0,5.0,-22.3,90.8,94.7,0.1200000000000001,-1.8637553668577265
2003-09-30,-0.6659292089977065,3.2872745000575243,-0.15094342488541912,-0.3126630999432223,-7.4931017467672945,-3.4289073478632304,-0.10000000000000142,-0.5955943752852022,2.602957993098265,-0.3342621496690512,-31.21383789198715,1.6334320442722206,0.10040881572273008,-12.65752021723534,,0.6430890330290318,107.1,4.8,-17.5,92.1,95.3,0.09999999999999964,0.9973196034040066
2003-10-31,1.327453120869615,0.7434978487517618,1.350358103467375,-0.8385793376273654,3.1208206453841036,0.0,0.10000000000000142,2.7108318758077843,0.3078504227087997,2.860481058166364,12.03771178754307,4.523655670306903,0.30582058516519517,-1.2563201601152318,,0.18679124844043216,112.2,13.7,-18.9,93.2,97.0,0.0600000000000005,3.887944559162525
2003-11-30,2.81708769666964,0.7380107297622729,0.890213594059297,0.942909028885186,4.104543324311516,4.546237407675724,0.29999999999999716,0.6952519314881833,9.381875521765437,-0.2171553513507618,-12.707717958332498,4.031686469825768,1.7733963242860806,-4.569449496635825,,0.17313715452420553,109.4,16.9,-18.6,95.7,98.9,0.28000000000000025,-0.030487864276679266
