,nowcast
2025-01-03,0.4715331788745217
2025-01-10,0.4700222082414566
2025-01-17,0.48511819316319116
2025-01-24,0.48511819316319116
2025-01-31,0.28908470484919957
2025-02-07,0.23854974431467368
2025-02-14,0.4557591568164186
2025-02-21,0.44581343753205593
2025-02-28,0.45486079659885587
2025-03-07,0.5431465962530666
2025-03-14,0.12345429351330123
2025-03-21,0.1384782202193035
2025-03-28,0.1384782202193035
2025-04-04,0.18270414029100424
2025-04-11,0.5098430043903928
2025-04-18,0.5060039594328556
2025-04-25,0.5060039594328556
2025-05-02,0.5450093127131524
2025-05-09,0.5451746465798922
2025-05-16,0.5457957807194582
2025-05-23,0.5457902794000807
2025-05-30,0.54639552903216
2025-06-06,0.37810577705611825
2025-06-13,0.3786092916269117
2025-06-20,0.3785979246057709
2025-06-27,0.3785979246057709
