quarter,flash,lean14,best20,lean17,lean16_noiptot
2024Q1,0.6683729987553733,0.15031553206427323,0.0714350959104951,0.0795880146287993,0.1477965749223395
2024Q2,0.40656492796173893,0.35659538229179727,0.3754645148620799,0.366702276860666,0.3618949361879743
2024Q3,0.2966365021926265,0.4890892558619028,0.5287104080362401,0.5119173671713673,0.4874167936292116
2024Q4,0.4979516008571494,0.3712588998011257,0.3286208760015838,0.3325408672426055,0.3720384357833483
2025Q1,0.1893760781737086,0.39258675873799326,0.3345736683240519,0.3371081460534816,0.3916318903302853
2025Q2,0.1067063153548986,0.3502816569931947,0.2580987480099283,0.2797201791566532,0.3478418894436133
2025Q3,0.2526746172367922,0.3785131980823759,0.3455271659148067,0.3536912379250922,0.3816720168423237
2025Q4,0.25690348900084814,0.28040901644251026,0.1815078283326338,0.2018413736592256,0.2817040449916934
2026Q1,0.20365381131632887,0.38232769902933716,0.3477876842679751,0.3567353840973649,0.3902120654554559
