,nowcast
2024-10-04,1.5332770284906685
2024-10-11,1.533396745808635
2024-10-18,1.5333382537734592
2024-10-25,1.5333382537734592
2024-11-01,1.4872705099591772
2024-11-08,1.4872954098807147
2024-11-15,1.4875723886630405
2024-11-22,1.4875848940330667
2024-11-29,1.4876318993718258
2024-12-06,0.019030508928802314
2024-12-13,0.31212599805318286
2024-12-20,0.3888961915130804
2024-12-27,0.3888961915130804
2025-01-03,0.5064768284480388
2025-01-10,0.5826602748103776
2025-01-17,0.6187394553374177
2025-01-24,0.6187394553374177
2025-01-31,0.6487692140996022
2025-02-07,0.6488115877023133
2025-02-14,0.650962992080105
2025-02-21,0.6509735959802821
2025-02-28,0.6838258348096238
2025-03-07,0.6837925283791291
2025-03-14,0.6835406843390912
2025-03-21,0.6821319226425407
2025-03-28,0.6821319226425407
