,nowcast
2024-01-05,0.6980849080921371
2024-01-12,0.6183256840937774
2024-01-19,0.616956062116155
2024-01-26,0.6274371123793014
2024-02-02,0.3955031816997483
2024-02-09,0.5129110930649509
2024-02-16,0.4859129333405574
2024-02-23,0.4848695604924389
2024-03-01,0.38599874868395123
2024-03-08,0.37612153720701225
2024-03-15,0.2679155816893264
2024-03-22,0.26478949453706857
2024-03-29,0.30900513760152415
2024-04-05,0.2313785760950237
2024-04-12,0.27377601853586087
2024-04-19,0.2932610409866993
2024-04-26,0.3059386300590193
2024-05-03,0.28145311138054735
2024-05-10,0.28080978366943776
2024-05-17,0.2806601319967912
2024-05-24,0.2806601319967912
2024-05-31,0.4880734798274724
2024-06-07,0.4882348601835832
2024-06-14,0.4861050413500373
2024-06-21,0.48610616534751966
2024-06-28,0.48621507209288295
