target_quarter,nowcast_qoq_pct,rmse_all,rmse_ex2020,baseline_rmse_all,baseline_rmse_ex2020,h1_2026-04,h2_2026-05,h3_2026-06
2026Q2,0.551,1.422,0.861,1.489,0.874,0.558,0.483,0.551
