,nowcast
2025-10-03,1.5316795788628443
2025-10-10,1.531396363815444
2025-10-17,1.5313874270706052
2025-10-24,1.5313874270706052
2025-10-31,1.5317180684836722
2025-11-07,1.446551453185478
2025-11-14,1.4451376556605964
2025-11-21,1.4451339947539004
2025-11-28,1.4451339947539004
2025-12-05,0.5315170354408967
2025-12-12,0.6219077081949496
2025-12-19,0.6548825076938676
2025-12-26,0.6548825076938676
2026-01-02,0.6078741173274438
2026-01-09,0.9161491020765083
2026-01-16,0.9249477385571223
2026-01-23,0.9249450166844242
2026-01-30,0.9123939397418147
2026-02-06,0.9376159852015519
2026-02-13,0.9417049268871251
2026-02-20,0.9421576761217195
2026-02-27,0.9421576761217195
2026-03-06,0.9492571695897475
2026-03-13,0.9496710134550932
2026-03-20,0.9508043552574674
2026-03-27,0.9508043552574674
