,nowcast
2025-07-04,1.533959648901278
2025-07-11,1.534056110511893
2025-07-18,1.5339354543148427
2025-07-25,1.5339354543148427
2025-08-01,1.442510525452564
2025-08-08,1.4425120466916472
2025-08-15,1.4424508501314972
2025-08-22,1.4424515517234608
2025-08-29,1.442423796918905
2025-09-05,0.8157202670562064
2025-09-12,0.7163290488953504
2025-09-19,0.7052431515022899
2025-09-26,0.7052431515022899
2025-10-03,0.7192793577960666
2025-10-10,0.2871632731816631
2025-10-17,0.31018471456292046
2025-10-24,0.31018471456292046
2025-10-31,0.35344788225816065
2025-11-07,0.35343534745163285
2025-11-14,0.3497599591683911
2025-11-21,0.34975909035911334
2025-11-28,0.34975909035911334
2025-12-05,0.3181645382912739
2025-12-12,0.31957006126999254
2025-12-19,0.31910585242636297
2025-12-26,0.31910585242636297
