date,ip_total,ip_manuf,retail_vol,construction,exports_vol,imports_vol,unemp_rate,services_iaf,services_H,services_J,services_N,real_wage_bill,hicp,esi_sk,ind_conf_sk,cons_conf_sk,esi_de,esi_ea,bond_10y,eur_usd
2017-08,-5.011605166284127e-21,-5.5107860961718614e-21,-3.667207414008541e-21,-1.3315107364453659e-21,-3.7445220972521145e-21,-5.256908721010683e-21,1.4250139526122499e-21,-1.6615931296620121e-21,-5.158898527756182e-21,-7.724087612849812e-22,-1.5042330871683543e-21,-1.7649982643182326e-21,1.5960250946490078e-23,-1.8133832407382852e-21,-1.8570447043664963e-21,-1.7482949875229618e-21,-7.791195065200532e-21,-6.193467875375848e-21,8.525815767245264e-22,6.068089237825817e-23
2017-09,-9.732383925576186e-21,-1.0738956840083551e-20,-7.106225439666354e-21,-2.4612204802419832e-21,-7.84325750788466e-21,-1.0659972191450062e-20,4.954036354734612e-21,-3.907056354766971e-21,-9.680646869994816e-21,-1.393854241941572e-21,-3.153160542502613e-21,-1.5884155638772554e-20,4.7065373527312935e-23,-1.3902219603494595e-20,-6.879275301556558e-21,-1.6377259663993078e-20,-7.494732955482186e-20,-5.904894240410214e-20,2.2925336842391003e-21,1.6060582142299834e-22
2017-10,-6.872363132389529e-21,-7.643044654574054e-21,-4.9931638178403814e-21,-1.5372898145269953e-21,-6.459267239680035e-21,-8.254413409152683e-21,7.021666490194726e-21,-3.855066792761038e-21,-6.291567771250238e-21,-8.132229910862023e-22,-2.6003536370650508e-21,-3.128774610195283e-20,5.912988330032651e-23,-2.6543320077326153e-20,-1.013142478733717e-20,-3.2482753060872296e-20,-1.4930663402492625e-19,-1.1746249698784442e-19,2.6449915790865503e-21,1.823174341891209e-22
2017-11,9.515795172045053e-21,1.0442156061492405e-20,6.971994266426964e-21,2.600089772088485e-21,6.780038907703293e-21,9.721120481936774e-21,-1.4435673223421617e-21,2.7622829895390032e-21,9.99043563464817e-21,1.527877400112568e-21,2.722261591268092e-21,-3.838736008717341e-21,-2.1028228872821712e-23,-2.548641473832759e-21,1.6368960930541485e-21,-4.173797620652106e-21,-1.973329743156114e-20,-1.5381243315479393e-20,-1.251248624464699e-21,-9.053347401509634e-23
2017-12,2.771999485923926e-20,3.0537579756774516e-20,2.026052862177611e-20,7.175433490864554e-21,2.158060372577026e-20,2.976293640836748e-20,-1.1207123812532479e-20,1.0225006125725426e-20,2.802106909884744e-20,4.110918754778946e-21,8.67291754098458e-21,2.8704208358991436e-20,-1.1271667037498138e-22,2.581518289289875e-20,1.5248525643301124e-20,2.941096798613178e-20,1.340533326687738e-19,1.0575873603955021e-19,-5.684166690544529e-21,-4.006656467425653e-22
2018-01,3.2286484638409604e-20,3.566550859399265e-20,2.355793293186067e-20,8.031641179972916e-21,2.663110183531774e-20,3.5846606035132697e-20,-1.8774977246018712e-20,1.3689462370194696e-20,3.175334582727544e-20,4.510415119118501e-21,1.0708666400387124e-20,6.602619622270861e-20,-1.7333603291099586e-22,5.72295369490384e-20,2.6324375940805986e-20,6.822449365864169e-20,3.126515642317397e-19,2.4621526991974614e-19,-8.286900266567155e-21,-5.7856790527141395e-22
2018-02,7.471134160273528e-21,8.339444895937806e-21,5.415596218910102e-21,1.5691294503330966e-21,7.490609548574529e-21,9.343536932818614e-21,-9.426255033787574e-21,4.74869984880758e-21,6.562803455141881e-21,7.970561714061981e-22,3.0171136169320517e-21,4.422652743463012e-20,-7.745786902465377e-23,3.736676814873037e-20,1.369753947882647e-20,4.5956527040495123e-20,2.1135746836706434e-19,1.6624808285423235e-19,-3.397573127302235e-21,-2.3326427347347236e-22
2018-03,-3.894951466450242e-20,-4.269232554238258e-20,-2.855760743185912e-20,-1.0806391209102848e-20,-2.6999721251355747e-20,-3.919626377161073e-20,3.0316269806463047e-21,-1.041134110621289e-20,-4.1336707068837384e-20,-6.393472422873788e-21,-1.0837377382328324e-20,3.2101943580634306e-20,6.492645785330404e-23,2.409008899435829e-20,-2.3937443747977818e-21,3.416486698992276e-20,1.5947406977173224e-19,1.2482492261038028e-19,4.283625006520884e-21,3.1429898016574157e-22
2018-04,-1.0104694680180068e-19,-1.1098057968501717e-19,-7.399465436820412e-20,-2.728599540844219e-20,-7.348326799899902e-20,-1.0440123777449957e-19,2.1018384635112636e-20,-3.1102290052875216e-20,-1.0520826763034361e-19,-1.594817059264507e-20,-2.9510907238824657e-20,8.353629405965245e-21,2.651094093689969e-22,5.53368151585774e-23,-2.5897505217415113e-20,1.0544256406472932e-20,5.391388549867048e-20,4.099158033978738e-20,1.4943779874033482e-20,1.0726292369066971e-21
2018-05,-1.6193406647459737e-19,-1.7851400628660996e-19,-1.183077829191586e-19,-4.151456370590279e-20,-1.279173216970098e-19,-1.7532767514264947e-19,7.254115365768404e-20,-6.193223324051733e-20,-1.6260053436021348e-19,-2.3671828281754e-20,-5.141548576751142e-20,-2.07967205466779e-19,7.104382973599547e-22,-1.843768721798375e-19,-9.966296707153958e-20,-2.1379549655474533e-19,-9.765534161542385e-19,-7.698825569564239e-19,3.5265151603814597e-20,2.4788997049413508e-21
2018-06,-1.2048720215598902e-19,-1.339847691392871e-19,-8.754666826012571e-20,-2.69992891408678e-20,-1.1302760588902038e-19,-1.445460571018891e-19,1.2227397956588365e-19,-6.732907883920468e-20,-1.1043295592763324e-19,-1.429786319398541e-20,-4.5501610359859687e-20,-5.438081758958919e-19,1.0305669954955486e-21,-4.614169851018612e-19,-1.763819677363535e-19,-5.645595225340931e-19,-2.5949368863718674e-18,-2.041502816297835e-18,4.6130383650682465e-20,3.1801654311367055e-21
2018-07,1.8178672619714568e-19,1.9709980128630936e-19,1.3417684325889852e-19,5.765606343765328e-20,9.287966121172971e-20,1.5677814292492868e-19,1.1262940774907e-19,9.15077674496798e-21,2.1251162097397182e-19,3.599355763292622e-20,3.7130764404242974e-20,-8.720243020555739e-19,6.287261326800635e-22,-7.142764532190156e-19,-1.78584117350042e-19,-9.121218311350869e-19,-4.2123251256038705e-18,-3.308754295053619e-18,1.6929812881565794e-20,1.0125052062282386e-21
2018-08,8.436064487386423e-19,9.286912675609674e-19,6.168657858667636e-19,2.2059216641174385e-19,6.46571870568377e-19,8.977315358287192e-19,-3.0206522789226695e-19,2.9904510223077276e-19,8.587937673171723e-19,1.2700130642396642e-19,2.5980632844670197e-19,6.513795888950148e-19,-3.1436736404514477e-21,6.004838545625594e-19,4.0568309861188906e-19,6.635147817268352e-19,3.0127474852618343e-18,2.379881370346739e-18,-1.6162803998255802e-19,-1.1430736238857873e-20
2018-09,1.1829426250884099e-18,1.3077206670882008e-18,8.627347549056526e-19,2.910077568650099e-19,9.907104197710763e-19,1.3252047311744004e-18,-7.451925309831511e-19,5.193928462989006e-19,1.1545583770309558e-18,1.6247569673905052e-19,3.984328298629814e-19,2.7455244447813264e-18,-6.771951727236598e-21,2.3688302904761514e-18,1.0502570105438133e-18,2.8398382686662424e-18,1.3022583334662769e-17,1.0253148907553459e-17,-3.2031026626188906e-19,-2.2318678709792024e-20
2018-10,2.0893059056667808e-19,2.4426748205298357e-19,1.4687462369754089e-19,6.852927922632341e-21,3.7940488169405063e-19,3.954545615286576e-19,-9.137877482212457e-19,3.350722477570166e-19,8.309656082989607e-20,-9.269352908887378e-21,1.5335111675427658e-19,4.940568173211401e-18,-6.94459099915688e-21,4.1314986372176335e-18,1.35621350023274e-18,5.145209220749208e-18,2.3696296275784726e-17,1.8630222686820616e-17,-2.843696451497175e-19,-1.9238868203321636e-20
2018-11,-2.8602030745351233e-18,-3.14559070758273e-18,-2.09272818453971e-18,-7.582493434806202e-19,-2.144700037693071e-18,-3.006234812887984e-18,8.425159901009565e-19,-9.57393732480399e-19,-2.939749437642888e-18,-4.39406844108109e-19,-8.615916538130363e-19,-1.1738660935276754e-18,9.32365147793047e-21,-1.1737239313789208e-18,-1.1036067542834808e-18,-1.171360128868566e-18,-5.246356293202492e-18,-4.16342090677063e-18,4.95097006841926e-19,3.520335772349793e-20
2018-12,-5.340372778279363e-18,-5.893844810185307e-18,-3.8988689881071544e-18,-1.346695940106566e-18,-4.321343428475665e-18,-5.863237200208966e-18,2.785636776871021e-18,-2.16480885626199e-18,-5.301595798754758e-18,-7.615742816239781e-19,-1.7373427542350463e-18,-9.099065540320683e-18,2.6320041298378494e-20,-7.947693079422624e-18,-3.875463344846582e-18,-9.385804654725719e-18,-4.296481533654908e-17,-3.384751324305132e-17,1.2775486764795068e-18,8.944311602402492e-20
2019-01,-3.476538733575084e-18,-3.872002970713866e-18,-2.5235881653221734e-18,-7.589225175591584e-19,-3.3536129389396817e-18,-4.2436160648553336e-18,3.881302682606435e-18,-2.05259851678184e-18,-3.1318739522476165e-18,-3.9540635663309724e-19,-1.3503754814920954e-18,-1.770310135861333e-17,3.2331873672160574e-20,-1.4990474774381882e-17,-5.617991840158249e-18,-1.8386749201840977e-17,-8.453631183702043e-17,-6.650069691172476e-17,1.433913394053288e-18,9.866821971051838e-20
2019-02,6.022420466477203e-18,6.611968107517194e-18,4.4111315875328716e-18,1.6346222155611153e-18,4.3412033410055856e-18,6.1920071142725406e-18,-1.1057146767278916e-18,1.8079754606703735e-18,6.2931407443676115e-18,9.57649019548329e-19,1.743263004066211e-18,-1.3351843214398595e-18,-1.4720316099445112e-20,-7.010665903037774e-19,1.3234959375511277e-18,-1.5010719920429224e-18,-7.234061038012581e-18,-5.6037912456579295e-18,-8.478450838207552e-19,-6.105433858367559e-20
2019-03,1.613722375590169e-17,1.7782491725262433e-17,1.1792616169334152e-17,4.16041146105428e-18,1.2640153444370965e-17,1.738730327695661e-17,-6.8187883435008e-18,6.0441336552171675e-18,1.6266995863737696e-17,2.378878531179335e-18,5.080196518567571e-18,1.8388090492046033e-17,-6.778290287329643e-20,1.6426617153334433e-17,9.317812633113174e-18,1.8870321924908816e-17,8.609666524589448e-17,6.79013582347606e-17,-3.3948269458255113e-18,-2.390084331637723e-19
2019-04,1.7505787554269243e-17,1.935276462332607e-17,1.2767003043723138e-17,4.304980282086084e-18,1.4667924725370596e-17,1.9616492274794595e-17,-1.105409062622148e-17,7.694438131078323e-18,1.7081672451372888e-17,2.403119032747175e-18,5.8990076388939054e-18,4.077978356424271e-17,-1.0040846353335551e-19,3.518025493527314e-17,1.5581680572560608e-17,4.2181820870634055e-17,1.9343567726256683e-16,1.5229797550628888e-16,-4.7477891199526595e-18,-3.3079854222919217e-19
2019-05,8.413823729383859e-19,9.910667080396485e-19,5.884248323246374e-19,2.879361388429396e-21,1.641334576052109e-18,1.6820914242821865e-18,-4.11393599636903e-18,1.4843950029639633e-18,2.675934664095074e-19,-5.839582646347842e-20,6.6360478719745e-19,2.2368573284472883e-17,-3.115637670952573e-20,1.869834018196403e-17,6.111229715793963e-18,2.329699392299234e-17,1.0729998381779512e-16,8.435868882599852e-17,-1.2715874168451695e-18,-8.596499599253592e-20
2019-06,-2.6733275927790457e-17,-2.93466445653187e-17,-1.9582323969493398e-17,-7.268109159899268e-18,-1.921494500193765e-17,-2.7442263711364105e-17,4.695954772291292e-18,-7.95949120513548e-18,-2.796778059855339e-17,-4.261267668142775e-18,-7.715753262033907e-18,7.136010282076118e-18,6.378283050822859e-20,4.119676794430459e-18,-5.55723277642989e-18,7.923394012208603e-18,3.791824516375261e-17,2.9439448847254e-17,3.701729557493977e-18,2.668663792159074e-19
2019-07,-5.790251952153745e-17,-6.365399997427963e-17,-4.237634522645281e-17,-1.5437116727948848e-17,-4.301862457063342e-17,-6.054371200236006e-17,1.552899575815199e-17,-1.8906591929875484e-17,-5.974875509300182e-17,-8.969561416864095e-18,-1.7280227297227143e-17,-1.5065029359315706e-17,1.7752676901725577e-19,-1.6511837297611428e-17,-2.005599668896939e-17,-1.464729081611462e-17,-6.443553779226713e-17,-5.1448112181190885e-17,9.578105964238373e-18,6.827989267210405e-19
2019-08,-7.999908804251666e-17,-8.821982350251909e-17,-5.843436207313713e-17,-2.040907944784253e-17,-6.365321522227949e-17,-8.697835357292628e-17,3.75938294052457e-17,-3.114249002333054e-17,-8.005695902638553e-17,-1.1609142180597379e-17,-2.5586795979989938e-17,-1.1274847785364946e-16,3.6388452237028683e-19,-9.942648352377953e-17,-5.186534150598809e-17,-1.1605002040996826e-16,-5.304982158307424e-16,-4.1811774623924717e-16,1.7933442539907637e-17,1.2589914161704494e-18
2019-09,-4.6661166487045703e-17,-5.206769518163887e-17,-3.383008707643372e-17,-9.855404534107265e-18,-4.652871751636529e-17,-5.815470509419158e-17,5.789975738542995e-17,-2.9355684760599424e-17,-4.1138332171567715e-17,-5.02522334220199e-18,-1.8740326373021265e-17,-2.706799792447728e-16,4.766202759202602e-19,-2.287600773571243e-16,-8.409325131478107e-17,-2.812510915492332e-16,-1.2934450914542399e-15,-1.0174019416221339e-15,2.0936502736878606e-17,1.4378454917451585e-18
2019-10,1.1658399812655162e-16,1.2681550037639165e-16,8.588072735888436e-17,3.5599903354677285e-17,6.58818121824881e-17,1.0553196561926588e-16,4.8065820066861685e-17,1.3386757910055587e-17,1.325556967871609e-16,2.1910505365064868e-17,2.63765668442899e-17,-4.215872206087221e-16,2.2560975955898387e-19,-3.4336136872792375e-16,-7.835958443112651e-17,-4.414947490499904e-16,-2.0404018219014374e-15,-1.6023302325431701e-15,3.819470073877328e-18,1.767278859964155e-19
2019-11,4.523093831629487e-16,4.980001264934811e-16,3.307101576163526e-16,1.1803345239277106e-16,3.477665741051259e-16,4.821973008153703e-16,-1.661629158940954e-16,1.616453610720129e-16,4.598023704428656e-16,6.788901407709135e-17,1.3974450948966757e-16,3.732107539521581e-16,-1.7164372368421501e-18,3.4192845987280747e-16,2.2380874336791794e-16,3.807283014542145e-16,1.730405463485014e-15,1.3664685706139903e-15,-8.788401865589131e-17,-6.211000938223566e-18
2019-12,6.034473158315263e-16,6.673274277809701e-16,4.400073745694367e-16,1.4768681938266772e-16,5.088875569537804e-16,6.787838846698055e-16,-3.9354167852174115e-16,2.691238690007383e-16,5.868977792155887e-16,8.223226161173729e-17,2.0467183217051498e-16,1.4768975078679216e-15,-3.553025526293231e-18,1.2720147252125235e-15,5.558194087298157e-16,1.5282300104745986e-15,7.009718460085185e-15,5.518545936336774e-15,-1.6730082138369953e-16,-1.1647378175781429e-17
2020-01,4.7897287433906794e-17,6.045813119877284e-17,3.182612782713288e-17,-1.3367564310652181e-17,1.5553527872065366e-16,1.4478453806717334e-16,-4.717965433793456e-16,1.584213678118107e-16,-2.146885410975064e-17,-1.4857255749775837e-17,6.298410397950941e-17,2.6268818564532446e-15,-3.5198857598874644e-18,2.192383764741966e-15,7.035259471381971e-16,2.736838268587845e-15,1.2607862770812736e-14,9.911535294956058e-15,-1.4158602659803808e-16,-9.540525048503593e-18
2020-02,-1.618659342151592e-15,-1.780430431152862e-15,-1.1842175314427929e-15,-4.2823036607580205e-16,-1.2177844609046894e-15,-1.7044966033895233e-15,4.922809151383207e-16,-5.466287007422566e-16,-1.6612853608716604e-15,-2.479197531196672e-16,-4.8923823328134815e-16,-7.525038798292622e-16,5.390256093234257e-18,-7.377274762581034e-16,-6.477285089186116e-16,-7.548061683694624e-16,-3.3925064451521135e-15,-2.68906212828765e-15,2.846960261427577e-16,2.022519679764652e-17
2020-03,-2.9089143473504897e-15,-3.211021579786225e-15,-2.1234631914167774e-15,-7.314396191549771e-16,-2.363525285720493e-15,-3.201361434933177e-15,1.5543760101727926e-15,-1.19069782397639e-15,-2.882072048558501e-15,-4.130338830337295e-16,-9.502637012100548e-16,-5.167241069790008e-15,1.4608762015181766e-17,-4.504929424303221e-15,-2.1664033243846215e-15,-5.332328839522537e-15,-2.441606880287551e-14,-1.923315199942379e-14,7.066692024516499e-16,4.944413755824112e-17
2020-04,-1.7315142298572706e-15,-1.9318216458289634e-15,-1.2555074498319717e-15,-3.667866717488265e-16,-1.7216894511610252e-15,-2.1541429459795927e-15,2.1297727612896608e-15,-1.0834937053442223e-15,-1.529473340834165e-15,-1.8738908951127273e-16,-6.934277305302112e-16,-9.937446141720112e-15,1.7548478316875374e-17,-8.39970593258402e-15,-3.09243554866618e-15,-1.0325206707730875e-14,-4.7483596863631546e-14,-3.735004576162548e-14,7.714458462024516e-16,5.2988533585791063e-17
2020-05,3.721469608444974e-15,4.0873316655333045e-15,2.7251513564053288e-15,1.0048683100153702e-15,2.7065566134431157e-15,3.8451890518813e-15,-7.749796089224882e-16,1.1457470398830175e-15,3.874589723312129e-15,5.873137530291723e-16,1.0869551288698346e-15,-3.025805714230828e-16,-9.770294029312826e-18,2.1922462835584475e-18,9.55115960313977e-16,-3.830452605012584e-16,-1.9612245163387028e-15,-1.4905218346763995e-15,-5.506257076303169e-16,-3.952141275311065e-17
2020-06,9.300282062020994e-15,1.0251090250759514e-14,6.795301731354152e-15,2.3890411599044165e-15,7.324792697598126e-15,1.005228209171822e-14,-4.082727003918701e-15,3.5309489110682957e-15,9.351456247541004e-15,1.3635855550414597e-15,2.9440632114153287e-15,1.1468453815944783e-14,-4.0188625814756467e-17,1.0192865112594368e-14,5.59892514892884e-15,1.1783120627503656e-14,5.380194208228048e-14,4.242088723422813e-14,-2.0010500496775717e-15,-1.4073656194021126e-16
2020-07,9.419517907290325e-15,1.0421623824376524e-14,6.8662449716947036e-15,2.288676626304451e-15,8.019862680057697e-15,1.0655785352406492e-14,-6.4352236785482646e-15,4.291806349033567e-15,9.116047412701891e-15,1.2694209378821882e-15,3.2258298699640447e-15,2.4718342584383236e-14,-5.760872386983984e-17,2.1242800039407736e-14,9.113465689912122e-15,2.5589851048474316e-14,1.1741221549166834e-13,9.242573410007163e-14,-2.696592060166156e-15,-1.8752503753165139e-16
2020-08,-1.3359410149827665e-15,-1.434359294622161e-15,-9.91897940932801e-16,-4.709960618683642e-16,-4.65566843632133e-16,-9.808286595206592e-16,-1.657992737485769e-15,1.910569725522863e-16,-1.6899893745271284e-15,-3.0481579842172254e-16,-1.8478759635224133e-16,1.1138191429735076e-14,-1.0722611154034673e-17,9.190697895856247e-15,2.555136014034956e-15,1.1632412654958733e-14,5.366853352480429e-14,4.216976556923307e-14,-3.662251408015317e-16,-2.3678748613315628e-17
2020-09,-1.7513816163960464e-14,-1.924549230555284e-14,-1.282090343803867e-14,-4.695999206438157e-15,-1.2889233088301661e-14,-1.8215872675490046e-14,4.2278200873736605e-15,-5.572705598220285e-15,-1.8144732019061892e-14,-2.7358062598162077e-15,-5.176980575074012e-15,-1.883662213090856e-15,5.024794762697594e-17,-2.766747853610222e-15,-5.36400636653115e-15,-1.6445322249428144e-15,-6.653671543401759e-15,-5.471184225130731e-15,2.7604351513134937e-15,1.973496184329715e-16
2020-10,-3.289204584172007e-14,-3.6190470961405963e-14,-2.405933855749599e-14,-8.6645356163715e-15,-2.4917412165355465e-14,-3.477160052924901e-14,1.0659087790549856e-14,-1.1311776892482804e-14,-3.3656949774315123e-14,-5.0060399785943426e-15,-1.0011148859512285e-14,-1.9026322180431575e-14,1.1435176869543287e-16,-1.8103612133161036e-14,-1.4143573152836867e-14,-1.9230686296549238e-14,-8.687337520701127e-14,-6.874230313999228e-14,5.976133933251299e-15,4.2381003464897413e-16
2020-11,-3.869788876282297e-14,-4.269276854395717e-14,-2.8258845045042743e-14,-9.811267602848885e-15,-3.107176869098356e-14,-4.2295701948209695e-14,1.925983173020076e-14,-1.539884290889491e-14,-3.855989077207999e-14,-5.563520298388934e-15,-1.24910821913094e-14,-6.066120510369e-14,1.8391926734447592e-16,-5.319681912978615e-14,-2.6697187973136908e-14,-6.25165217841253e-14,-2.860130700425318e-13,-2.2536325516593707e-13,8.987890987802968e-15,6.300268157472361e-16
2020-12,-1.470404816514119e-14,-1.6547688666844513e-14,-1.0602792454735135e-14,-2.637022675776011e-15,-1.6813060830427546e-14,-2.002398815427585e-14,2.6474763354280895e-14,-1.1810809158428256e-14,-1.1692525803976315e-14,-1.184133990786929e-15,-6.778551513637141e-15,-1.3217528927553216e-13,2.1067425027242567e-16,-1.1115314868206319e-13,-3.881681186584355e-14,-1.3748425624651106e-13,-6.327035884637941e-13,-4.97562233933282e-13,8.994220796890184e-15,6.140374138320268e-16
2021-01,7.277365267161853e-14,7.935391853674139e-14,5.35280843337184e-14,2.157359324574068e-14,4.410041922717034e-14,6.822431694768133e-14,1.8617111714830014e-14,1.1898585511186328e-14,8.098461775315594e-14,1.3124217920520754e-14,1.767265982758538e-14,-1.982991032986453e-13,5.714585388659643e-17,-1.6027863252427867e-13,-3.1870781900304464e-14,-2.07989168254603e-13,-9.621794049960216e-13,-7.553560395851121e-13,-9.319420024023861e-16,-1.12366878277506e-16
2021-02,2.405389687913795e-13,2.6487770466717083e-13,1.7585559914470648e-13,6.263537531297621e-14,1.8556261047756967e-13,2.5692268286917456e-13,-9.073683837444073e-14,8.670096029387789e-14,2.4415749485790615e-13,3.598841363786126e-14,7.456793688907225e-14,2.119811268403087e-13,-9.302307149273153e-16,1.930942013089635e-13,1.225708401795956e-13,2.1654882888254421e-13,9.850938384618069e-13,7.77676910290443e-13,-4.7427431053904887e-14,-3.3493932950170165e-15
2021-03,3.03555289842606e-13,3.358242074184131e-13,2.212834032332166e-13,7.383959893207797e-14,2.5806310631916544e-13,3.430902591785999e-13,-2.0590357552680142e-13,1.3784841988201803e-13,2.940040846927049e-13,4.098041674558147e-14,1.037993139183606e-13,7.881517711891704e-13,-1.8456387617628793e-15,6.775525223454469e-13,2.9147832706379955e-13,8.158816649655803e-13,3.743285200255014e-12,2.946721703052834e-12,-8.647011216074933e-14,-6.0142901857014805e-15
2021-04,-1.06672083705584e-14,-7.586082808816626e-15,-9.51968731065259e-15,-1.6713464105020705e-14,5.5725407124629155e-14,3.909936470989084e-14,-2.406780343763084e-13,7.228296661937787e-14,-4.8626372346392086e-14,-1.3473522558960071e-14,2.2653400400925463e-14,1.3845472944326838e-12,-1.7571707193744035e-15,1.1530824684580173e-12,3.608224079846207e-13,1.4431551788363469e-12,6.650114609330435e-12,5.22742179312655e-12,-6.916272007111448e-14,-4.637104283760862e-15
2021-05,-9.087832778142631e-13,-9.997488908983898e-13,-6.648112819200999e-13,-2.3995576563556826e-13,-6.858755976246839e-13,-9.586815090451971e-13,2.8465286759433225e-13,-3.094717892671593e-13,-9.31438524159533e-13,-1.3879134533505393e-13,-2.755557771475252e-13,-4.695729547823627e-13,3.0870643080025168e-15,-4.534299973251186e-13,-3.760336727850593e-13,-4.728520944413924e-13,-2.130803106096134e-12,-1.6874925810536177e-12,1.622475654221499e-13,1.1516926705764605e-14
2021-06,-1.5726721355613773e-12,-1.736352337615742e-12,-1.147882232012456e-12,-3.9427470611695356e-13,-1.2831829132822986e-12,-1.735019540966074e-12,8.608999949188837e-13,-6.50128822258095e-13,-1.5549867612839673e-12,-2.2230499011987623e-13,-5.159289752171992e-13,-2.9106400511227263e-12,8.049050876165647e-15,-2.533065719245052e-12,-1.2019909727797442e-12,-3.004830338475039e-12,-1.3762252782830315e-11,-1.0839952311709998e-11,3.88035958896872e-13,2.713319996280878e-14
2021-07,-8.461627241666821e-13,-9.460783345107952e-13,-6.127068263989435e-13,-1.7244758132613886e-13,-8.725457422000696e-13,-1.0773149139117523e-12,1.1601017480375601e-12,-5.666056163688735e-13,-7.289980123963212e-13,-8.578250305364941e-14,-3.5152502635313715e-13,-5.535956196073501e-12,9.452565529402542e-15,-4.671217100362918e-12,-1.689810050144239e-12,-5.7541244054557326e-12,-2.6468353085018666e-11,-2.0818062549485132e-11,4.117422565408561e-13,2.8228107384152687e-14
2021-08,2.256639456669469e-12,2.479254904678173e-12,1.6521726161962946e-12,6.067817558725376e-13,1.6529346289557646e-12,2.3409157463578406e-12,-5.147862136883742e-13,7.08715977554518e-13,2.3425609777985045e-12,3.5396062128815685e-13,6.638703643988474e-13,7.201441753124657e-14,-6.254179630736526e-15,2.142454417800214e-13,6.462978259239651e-13,3.4001190629417444e-14,3.7640525601351e-14,6.061812798178706e-14,-3.4695281870508073e-13,-2.484230258169393e-14
2021-09,5.31118090644146e-12,5.855528911257849e-12,3.880079466034663e-12,1.3597621825327595e-12,4.203974525840775e-12,5.757172234795292e-12,-2.4117153145356623e-12,2.041383952537749e-12,5.328022810743919e-12,7.748219176101918e-13,1.6897923216942916e-12,7.00601981371572e-12,-2.3539963647178776e-14,6.2014597242860554e-12,3.3174025170396377e-12,7.20498470004723e-12,3.291790297957044e-11,2.594936491402414e-11,-1.1661005673816986e-12,-8.193920327582462e-14
2021-10,5.028246218514395e-12,5.5678339683303385e-12,3.663355580895365e-12,1.2061390055502831e-12,4.352607075853416e-12,5.744640380401759e-12,-3.7088169996914195e-12,2.376140026000947e-12,4.82398441613369e-12,6.643501497297915e-13,1.751013108499649e-12,1.4753620002017306e-11,-3.2763158239887556e-14,1.263857952476316e-11,5.2744149335397334e-12,1.5284601909046252e-11,7.01608633065617e-11,5.522168047266181e-11,-1.5191599222856542e-12,-1.0545421917510126e-13
2021-11,-1.7176194218869782e-12,-1.870656468233234e-12,-1.2643211155923029e-12,-5.167941400562038e-13,-1.0059455578287298e-12,-1.582673524363226e-12,-5.73023199453645e-13,-2.3926376526415865e-13,-1.9320561508663674e-12,-3.1624628151753226e-13,-4.0293846240951846e-13,5.441455603689158e-12,-2.330787898482211e-15,4.4172408465650416e-12,9.52214210542466e-13,5.702275717226143e-12,2.6364677607559787e-11,2.070131191120736e-11,-1.6918495687585975e-14,3.8935430341478214e-17
2021-12,-1.1106347513336057e-11,-1.2213515133211016e-11,-8.126612454715152e-12,-2.947714099202658e-12,-8.312472389131675e-12,-1.1661135084858812e-11,3.2121137923910995e-12,-3.699131286100184e-12,-1.1424410840431198e-11,-1.7091288604216075e-12,-3.3393095719318146e-12,-4.219660127074728e-12,3.5767555435416996e-14,-4.27552525592941e-12,-4.196424348145168e-12,-4.1956465555674246e-12,-1.8746267839785466e-11,-1.4888912233825227e-11,1.9051849410557996e-12,1.3553459635014434e-13
2022-01,-1.8532962342299548e-11,-2.0408074391055768e-11,-1.354931462419491e-11,-4.826345142660297e-12,-1.4295159216197181e-11,-1.9793706905566814e-11,6.983392907236257e-12,-6.67771993957119e-12,-1.881294562509516e-11,-2.773194868229797e-12,-5.7444709053194735e-12,-1.6288970946090093e-11,7.161574051460954e-14,-1.4841056478352812e-11,-9.4323192092096e-12,-1.663905893918647e-11,-7.568942771080912e-11,-5.9753306424582e-11,3.651939133120608e-12,2.5791293402910485e-13
2022-02,-1.8215612922318467e-11,-2.010746939153831e-11,-1.3297094539443948e-11,-4.580065413506673e-12,-1.480133955154615e-11,-2.0047666772868132e-11,9.737137757155864e-12,-7.457278575503421e-12,-1.804696428766503e-11,-2.5862402637473333e-12,-5.95093459656974e-12,-3.237798249470752e-11,9.15067747603398e-14,-2.822713355299866e-11,-1.3571459061465152e-11,-3.341263639521056e-11,-1.5299291719162037e-10,-1.2051620891144025e-10,4.426220479627694e-12,3.0969022559839494e-13
2022-03,-2.006867665889175e-12,-2.3926595771824007e-12,-1.3916140916991795e-12,8.94801966977264e-14,-4.357080313458944e-12,-4.3612250420659255e-12,1.1504374067402716e-11,-4.066910655283924e-12,-3.769349336228913e-13,2.2140394429096403e-13,-1.7623142487058917e-12,-6.299095933909058e-11,8.674808742467737e-14,-5.263063373873571e-11,-1.7108730423852506e-11,-6.561203020981245e-11,-3.0221132976489605e-10,-2.375919847003347e-10,3.5257074481093883e-12,2.381305580085701e-13
