,nowcast
2024-07-05,0.8177292507390865
2024-07-12,0.8101336188603874
2024-07-19,0.8112601810452693
2024-07-26,0.8112601810452693
2024-08-02,0.7927472850156524
2024-08-09,0.8241415436354901
2024-08-16,0.8138475623908547
2024-08-23,0.8129662069077985
2024-08-30,0.7857810797142842
2024-09-06,0.7622915205631566
2024-09-13,0.5767791972959452
2024-09-20,0.5717508261972599
2024-09-27,0.5717508261972599
2024-10-04,0.5199479298941176
2024-10-11,0.594048272654801
2024-10-18,0.5795897183226477
2024-10-25,0.5795897183226477
2024-11-01,0.6014459104885854
2024-11-08,0.601525051861312
2024-11-15,0.6008796385321973
2024-11-22,0.6008753333221897
2024-11-29,0.6013005396757336
2024-12-06,0.5446773209980488
2024-12-13,0.5439802884502717
2024-12-20,0.5431249917359862
2024-12-27,0.5431249917359862
