,nowcast
2025-04-04,1.5332461669824196
2025-04-11,1.53297666808602
2025-04-18,1.5330080684007705
2025-04-25,1.5330080684007705
2025-05-02,1.441837396680962
2025-05-09,1.4417699732576073
2025-05-16,1.4418289386135767
2025-05-23,1.4418310192171022
2025-05-30,1.4417726719046424
2025-06-06,1.0138324831308019
2025-06-13,0.6531568787756141
2025-06-20,0.3643418396289459
2025-06-27,0.3643418396289459
2025-07-04,0.5216454058427842
2025-07-11,0.6091636697634163
2025-07-18,0.6704868256439686
2025-07-25,0.6704868256439686
2025-08-01,0.6921980071719542
2025-08-08,0.6921877784088678
2025-08-15,0.6936050871737762
2025-08-22,0.693605217530874
2025-08-29,0.6933903515713155
2025-09-05,0.7191027744834149
2025-09-12,0.7190040961481216
2025-09-19,0.7190842521109031
2025-09-26,0.7190842521109031
