quarter,flash,drop_foreign_ip,drop_deadweight,drop_both,drop_both_imp,new_2013
2024Q1,0.6683729987553733,0.07143509591049513,0.3964651554095526,-0.006401784030754865,0.09295061492786827,0.4025219976972627
2024Q2,0.40656492796173893,0.37546451486207993,0.3692490635015825,0.40343585207655586,0.35654895344994986,0.3788315584207272
2024Q3,0.2966365021926265,0.5287104080362401,0.5923558993312624,0.5482858384407601,0.5000430520577884,0.6023106363910506
2024Q4,0.4979516008571494,0.32862087600158385,0.5251625412186693,0.2680180769330032,0.34420286750992335,0.5216002536439945
2025Q1,0.1893760781737086,0.3345736683240519,0.737715004972572,0.26573210332517494,0.33390064812978604,0.7386501469895704
2025Q2,0.1067063153548986,0.2580987480099283,0.3890843503352759,0.22578048699738168,0.3195738767079202,0.3886135723167237
2025Q3,0.2526746172367922,0.3455271659148067,0.17864996148704743,0.3428184653723481,0.36391139678679874,0.1796351153554372
2025Q4,0.25690348900084814,0.18150782833263385,0.7362648564716968,0.12694780911031772,0.22891053826119384,0.7368297595339923
2026Q1,0.20365381131632887,0.34778768426797513,0.2341581264269254,0.31428096409364903,0.3603569541321133,0.2152258017148899
