,nowcast
2024-10-04,0.3869276789957948
2024-10-11,0.4009372685037881
2024-10-18,0.39495627188996074
2024-10-25,0.3716628860452808
2024-11-01,0.2028926053434585
2024-11-08,0.21167082320204444
2024-11-15,0.2915475378459524
2024-11-22,0.2907198488753717
2024-11-29,0.25398318129483977
2024-12-06,0.10496059202976543
2024-12-13,0.19654294420647073
2024-12-20,0.23243868972886478
2024-12-27,0.25263430415604077
2025-01-03,0.27112028857153264
2025-01-10,0.26219803334908276
2025-01-17,0.28819674900952963
2025-01-24,0.28504619525503605
2025-01-31,0.32490660293109164
2025-02-07,0.32462944877354505
2025-02-14,0.326517895277753
2025-02-21,0.3264925545570485
2025-02-28,0.39102975161394127
2025-03-07,0.39113412718265717
2025-03-14,0.3951178705837782
2025-03-21,0.39512193992872646
2025-03-28,0.3949599443880788
