,nowcast
2025-07-04,0.4859977655785595
2025-07-11,0.42803290026350094
2025-07-18,0.43290033938091443
2025-07-25,0.43290033938091443
2025-08-01,0.3475628256439016
2025-08-08,0.3434273148220047
2025-08-15,0.3741369048291159
2025-08-22,0.37367125416942215
2025-08-29,0.39006895962774635
2025-09-05,0.542933871064023
2025-09-12,0.5462160341316301
2025-09-19,0.5456195678162473
2025-09-26,0.5456195678162473
2025-10-03,0.5458743201752342
2025-10-10,0.5380760838872986
2025-10-17,0.540229827914912
2025-10-24,0.540229827914912
2025-10-31,0.5812104748389705
2025-11-07,0.5812480718475252
2025-11-14,0.5783655381243622
2025-11-21,0.5783659186738963
2025-11-28,0.5783659186738963
2025-12-05,0.5295690310500103
2025-12-12,0.5315081253889506
2025-12-19,0.5317880029218357
2025-12-26,0.5317880029218357
