,nowcast
2024-04-05,0.5401560398307933
2024-04-12,0.5626038500842594
2024-04-19,0.5729778221110122
2024-04-26,0.5964039823883236
2024-05-03,0.5089206765058675
2024-05-10,0.4828227898918915
2024-05-17,0.45586762606389153
2024-05-24,0.45586762606389153
2024-05-31,0.584741289507291
2024-06-07,0.5884638087477516
2024-06-14,0.7630950076701833
2024-06-21,0.7632895673718726
2024-06-28,0.7775064700119684
2024-07-05,0.629632631642831
2024-07-12,0.61588989713193
2024-07-19,0.6167263285074858
2024-07-26,0.6082305713745354
2024-08-02,0.7214985092727644
2024-08-09,0.7212343700272672
2024-08-16,0.7212795622248872
2024-08-23,0.7212775576335198
2024-08-30,0.7202674040805881
2024-09-06,0.6579022520486927
2024-09-13,0.6587835479767429
2024-09-20,0.6588127239735938
2024-09-27,0.6589184032927353
