,nowcast
2026-01-02,0.4716577894294348
2026-01-09,0.49914652269012577
2026-01-16,0.5045341784642431
2026-01-23,0.5051879879077905
2026-01-30,0.4117806853652658
2026-02-06,0.4863178936236033
2026-02-13,0.3847951122007667
2026-02-20,0.3983645941510636
2026-02-27,0.4406651528231943
2026-03-06,0.39262791997280466
2026-03-13,0.4223989571660181
2026-03-20,0.4041652889024537
2026-03-27,0.4041652889024537
2026-04-03,0.5181616698025003
2026-04-10,0.5355103512556759
2026-04-17,0.5499555458604465
2026-04-24,0.5499555458604465
2026-05-01,0.35292126963888293
2026-05-08,0.35306262869879623
2026-05-15,0.35145708808572834
2026-05-22,0.35145708808572834
2026-05-29,0.35145708808572834
2026-06-05,0.4572450818116719
2026-06-12,0.4572450818116719
2026-06-19,0.45870431837051273
2026-06-26,0.45870431837051273
