quarter,flash,final,ll,ll_2013,old,new,new_2013
2024Q1,0.6683729987553733,0.627463261465877,0.1991890187055313,0.21802986762756127,0.5534246473086637,0.5387432714066371,0.4025219976972627
2024Q2,0.40656492796173893,0.2605556920975971,0.4555300707510694,0.5561328318074061,0.5848429303653679,0.6499841426596824,0.3788315584207272
2024Q3,0.2966365021926265,0.11121227014712076,0.49858534894141343,0.4665683899000327,0.8825655871312715,0.8773312954006793,0.6023106363910506
2024Q4,0.4979516008571494,0.27505768664219943,0.37174205037268554,0.4210962706537992,0.6657784965643645,0.6428518606323492,0.5216002536439945
2025Q1,0.1893760781737086,0.1454183671189213,1.4306300483250707,1.1149996826600495,0.9263283492403406,0.6998499156784374,0.7386501469895704
2025Q2,0.1067063153548986,0.17752391680190271,0.23157654385689164,0.2892557426152415,0.7562960628867227,0.7151483946887368,0.3886135723167237
2025Q3,0.2526746172367922,0.27285380134536297,0.29052214883486127,0.2971897510535669,0.266098203643534,0.300159514491759,0.1796351153554372
2025Q4,0.25690348900084814,0.2482642757108522,0.6313726124423462,0.5591538669093613,0.8730846392412703,0.8585076985560077,0.7368297595339923
2026Q1,0.20365381131632887,0.20365381131632887,0.18460415619199877,0.15480379871043531,0.5214533216597804,0.4916975566292079,0.2152258017148899
