,nowcast
2024-01-05,1.5200850556073457
2024-01-12,1.5200779703894207
2024-01-19,1.5200899243200479
2024-01-26,1.5200899243200479
2024-02-02,1.4916661291838986
2024-02-09,1.4921988767776164
2024-02-16,1.4922546794786529
2024-02-23,1.4922660332109443
2024-03-01,0.3465598185442522
2024-03-08,0.3131991088270939
2024-03-15,0.2156430808131723
2024-03-22,0.14608723765244935
2024-03-29,0.14608723765244935
2024-04-05,0.1022349663348251
2024-04-12,0.4174183890423445
2024-04-19,0.4233301016018468
2024-04-26,0.4233301016018468
2024-05-03,0.428960447283898
2024-05-10,0.4300375095498031
2024-05-17,0.43053499736794626
2024-05-24,0.43053499736794626
2024-05-31,0.5530192740529043
2024-06-07,0.5529892070251305
2024-06-14,0.5491972620600525
2024-06-21,0.549193829906756
2024-06-28,0.549193829906756
