,nowcast
2024-10-04,0.365807583218515
2024-10-11,0.3906063313690242
2024-10-18,0.3858550214561081
2024-10-25,0.3858550214561081
2024-11-01,0.17980045840451264
2024-11-08,0.1897873400376745
2024-11-15,0.294410667151954
2024-11-22,0.2909666483871295
2024-11-29,0.2589671208771675
2024-12-06,0.10769797428068661
2024-12-13,0.243717243473842
2024-12-20,0.286545632130753
2024-12-27,0.286545632130753
2025-01-03,0.2707310799380554
2025-01-10,0.2564814978917288
2025-01-17,0.28644834112425477
2025-01-24,0.28644834112425477
2025-01-31,0.402060618167126
2025-02-07,0.401907717389305
2025-02-14,0.4029578947651968
2025-02-21,0.40291595050510354
2025-02-28,0.489142754514107
2025-03-07,0.4891201276053625
2025-03-14,0.4962261811441843
2025-03-21,0.4961939379233562
2025-03-28,0.4961939379233562
