,nowcast
2024-07-05,0.8148615440312625
2024-07-12,0.8021804170685128
2024-07-19,0.8026829398371688
2024-07-26,0.7861430590747813
2024-08-02,0.7649999078625422
2024-08-09,0.7968772436492368
2024-08-16,0.7877857908756618
2024-08-23,0.7875738087271851
2024-08-30,0.8067817200797274
2024-09-06,0.78063396078631
2024-09-13,0.6416618475570193
2024-09-20,0.6370928485447337
2024-09-27,0.6588215421078946
2024-10-04,0.637971213641775
2024-10-11,0.6753683785316639
2024-10-18,0.6624813606382365
2024-10-25,0.6499478752319439
2024-11-01,0.6487283117258895
2024-11-08,0.6488177222200414
2024-11-15,0.6488910485205901
2024-11-22,0.6488868725935305
2024-11-29,0.6492993127463849
2024-12-06,0.6081050478137734
2024-12-13,0.6080472852570445
2024-12-20,0.6073876991607302
2024-12-27,0.6075868380806974
