,nowcast
2025-01-03,0.40257649344854596
2025-01-10,0.4016567809919048
2025-01-17,0.414841284772902
2025-01-24,0.4079584721651629
2025-01-31,0.23385050867308455
2025-02-07,0.197617963607027
2025-02-14,0.3795106207653508
2025-02-21,0.37710490651553197
2025-02-28,0.4009100026666782
2025-03-07,0.5663423715997079
2025-03-14,0.24992469373499338
2025-03-21,0.26135967924483117
2025-03-28,0.24665408437671538
2025-04-04,0.2632389250201407
2025-04-11,0.4993527698909446
2025-04-18,0.4960726444413595
2025-04-25,0.4893124497043029
2025-05-02,0.5243904648720805
2025-05-09,0.5245432712923547
2025-05-16,0.5249875056777087
2025-05-23,0.5249867729606098
2025-05-30,0.5256252635852969
2025-06-06,0.39810785051800646
2025-06-13,0.39912368610602705
2025-06-20,0.39914772252878583
2025-06-27,0.399325139111059
