,nowcast
2024-07-05,1.5354737457874816
2024-07-12,1.5353450455997137
2024-07-19,1.5351742058700144
2024-07-26,1.5351742058700144
2024-08-02,1.4890244961126275
2024-08-09,1.4885014548114999
2024-08-16,1.488567142872728
2024-08-23,1.4885665086311808
2024-08-30,1.488502115891001
2024-09-06,1.200911426636028
2024-09-13,0.4389945521138132
2024-09-20,0.4533390830532016
2024-09-27,0.4533390830532016
2024-10-04,0.4817699252518198
2024-10-11,0.9021266812691139
2024-10-18,0.8912444733363677
2024-10-25,0.8912444733363677
2024-11-01,0.8906103819948366
2024-11-08,0.8906340991248619
2024-11-15,0.8938477524641019
2024-11-22,0.8938560733637284
2024-11-29,0.8941171927436578
2024-12-06,0.8795685202620424
2024-12-13,0.8797965575278993
2024-12-20,0.8793450992002319
2024-12-27,0.8793450992002319
