,nowcast
2025-04-04,0.4869732216924141
2025-04-11,0.5756553335411504
2025-04-18,0.5742398432434532
2025-04-25,0.5742398432434532
2025-05-02,0.38819477928189705
2025-05-09,0.4103774940449238
2025-05-16,0.4082327276273853
2025-05-23,0.40923536784417336
2025-05-30,0.3384029688301483
2025-06-06,0.22092481278991755
2025-06-13,0.34990011094657514
2025-06-20,0.35923669967673977
2025-06-27,0.35923669967673977
2025-07-04,0.3137816802636201
2025-07-11,0.16901117847660058
2025-07-18,0.1803026312276762
2025-07-25,0.1803026312276762
2025-08-01,0.2229225835891886
2025-08-08,0.22286319304418717
2025-08-15,0.2242317534128634
2025-08-22,0.22422811390831177
2025-08-29,0.2240273491415723
2025-09-05,0.29725444768187725
2025-09-12,0.29693764729055155
2025-09-19,0.2970471966701968
2025-09-26,0.2970471966701968
