date,value
2025-01-31,3.43348
2025-02-28,3.2229
2025-03-31,3.51295
2025-04-30,3.49155
2025-05-31,3.48875
2025-06-30,3.42914
2025-07-31,3.4287
2025-08-31,3.454
2025-09-30,3.47533
2025-10-31,3.39457
2025-11-30,3.3725
2025-12-31,3.46585
2026-01-31,3.41005
2026-02-28,3.27305
2026-03-31,3.50273
2026-04-30,3.55825
2026-05-31,3.5121
