date,value
2010-01-31,-5.719999999999999
2010-02-28,-6.599999999999997
2010-03-31,-5.06
2010-04-30,-4.580000000000001
2010-05-31,-3.979999999999998
2010-06-30,-3.3599999999999994
2010-07-31,-2.7600000000000025
2010-08-31,-2.2200000000000015
2010-09-30,-1.4599999999999995
2010-10-31,-1.0599999999999994
2010-11-30,-0.7399999999999978
2010-12-31,-0.4400000000000034
2011-01-31,-0.6599999999999966
2011-02-28,-0.060000000000002274
2011-03-31,0.3800000000000011
2011-04-30,1.0599999999999994
2011-05-31,0.9199999999999988
2011-06-30,1.1399999999999977
2011-07-31,0.7400000000000034
2011-08-31,0.4600000000000023
2011-09-30,0.2600000000000023
2011-10-31,0.31999999999999884
2011-11-30,0.18000000000000113
2011-12-31,0.05999999999999943
2012-01-31,-1.8
2012-02-29,-1.519999999999999
2012-03-31,-1.019999999999999
2012-04-30,-1.4
2012-05-31,-1.3800000000000012
2012-06-30,-1.3599999999999994
2012-07-31,-1.1
2012-08-31,-0.9599999999999994
2012-09-30,-1.1599999999999995
2012-10-31,-1.5800000000000012
2012-11-30,-1.919999999999996
2012-12-31,-2.080000000000001
2013-01-31,-0.5400000000000006
2013-02-28,-0.16000000000000228
2013-03-31,-0.5000000000000029
2013-04-30,-0.9
2013-05-31,-0.4200000000000017
2013-06-30,0.24000000000000057
2013-07-31,-0.05999999999999943
2013-08-31,-0.019999999999998862
2013-09-30,0.09999999999999716
2013-10-31,0.2600000000000023
2013-11-30,0.8400000000000005
2013-12-31,1.2
2014-01-31,-1.4199999999999988
2014-02-28,-2.2200000000000015
2014-03-31,-2.180000000000001
2014-04-30,-1.9399999999999977
2014-05-31,-2.8400000000000007
2014-06-30,-2.880000000000004
2014-07-31,-3.2600000000000025
2014-08-31,-3.4599999999999995
2014-09-30,-3.0799999999999983
2014-10-31,-3.3599999999999994
2014-11-30,-3.919999999999999
2014-12-31,-3.5
2015-01-31,-2.3400000000000007
2015-02-28,-0.7799999999999983
2015-03-31,-0.9199999999999988
2015-04-30,-0.8
2015-05-31,0.04000000000000057
2015-06-30,-0.919999999999996
2015-07-31,-0.19999999999999715
2015-08-31,0.08000000000000114
2015-09-30,-0.019999999999998862
2015-10-31,0.3200000000000017
2015-11-30,0.5800000000000012
2015-12-31,0.019999999999998862
2016-01-31,-0.19999999999999715
2016-02-29,-0.7199999999999989
2016-03-31,-0.5200000000000017
2016-04-30,-0.05999999999999943
2016-05-31,-0.6
2016-06-30,0.16000000000000228
2016-07-31,-0.4799999999999983
2016-08-31,0.24000000000000057
2016-09-30,0.2
2016-10-31,-0.08000000000000114
2016-11-30,0.6
2016-12-31,0.8599999999999965
2017-01-31,4.3
2017-02-28,3.8800000000000012
2017-03-31,3.7200000000000015
2017-04-30,3.9
2017-05-31,5.140000000000001
2017-06-30,4.3199999999999985
2017-07-31,3.9200000000000017
2017-08-31,2.960000000000002
2017-09-30,3.0
2017-10-31,3.9399999999999977
2017-11-30,4.079999999999998
2017-12-31,3.699999999999997
2018-01-31,4.44
2018-02-28,4.8199999999999985
2018-03-31,4.579999999999998
2018-04-30,3.7400000000000007
2018-05-31,3.2799999999999954
2018-06-30,4.579999999999998
2018-07-31,4.499999999999997
2018-08-31,5.579999999999998
2018-09-30,5.280000000000001
2018-10-31,3.919999999999999
2018-11-30,4.659999999999999
2018-12-31,3.9
2019-01-31,4.2600000000000025
2019-02-28,3.8800000000000012
2019-03-31,4.299999999999997
2019-04-30,5.219999999999999
2019-05-31,5.4
2019-06-30,4.939999999999998
2019-07-31,5.600000000000003
2019-08-31,4.74
2019-09-30,4.160000000000002
2019-10-31,4.359999999999999
2019-11-30,3.0599999999999996
2019-12-31,3.6
2020-01-31,1.3
2020-02-29,-0.1799999999999983
2020-03-31,-1.9599999999999995
2020-04-30,-5.06
2020-05-31,-8.060000000000002
2020-06-30,-7.799999999999997
2020-07-31,-8.539999999999997
2020-08-31,-8.380000000000004
2020-09-30,-7.360000000000002
2020-10-31,-7.919999999999999
2020-11-30,-8.84
2020-12-31,-9.059999999999997
2021-01-31,-9.860000000000003
2021-02-28,-8.8
2021-03-31,-7.8199999999999985
2021-04-30,-6.780000000000001
2021-05-31,-3.8400000000000007
2021-06-30,-2.5600000000000023
2021-07-31,-1.6200000000000017
2021-08-31,-1.3799999999999983
2021-09-30,-0.08000000000000114
2021-10-31,-0.8599999999999994
2021-11-30,0.3800000000000011
2021-12-31,-0.04000000000000057
2022-01-31,1.5600000000000023
2022-02-28,1.1799999999999984
2022-03-31,2.2799999999999985
2022-04-30,3.5199999999999987
2022-05-31,3.7799999999999985
2022-06-30,1.819999999999999
2022-07-31,2.400000000000003
2022-08-31,1.180000000000001
2022-09-30,1.6599999999999995
2022-10-31,0.8599999999999994
2022-11-30,0.9799999999999983
2022-12-31,1.5799999999999983
2023-01-31,1.319999999999999
2023-02-28,1.7799999999999983
2023-03-31,1.5600000000000023
2023-04-30,0.6199999999999989
2023-05-31,0.14000000000000057
2023-06-30,-0.4599999999999994
2023-07-31,-0.15999999999999942
2023-08-31,0.8400000000000005
2023-09-30,-0.6199999999999989
2023-10-31,-0.21999999999999886
2023-11-30,-0.7199999999999989
2023-12-31,-0.7799999999999983
2024-01-31,0.4599999999999994
2024-02-29,-0.31999999999999884
2024-03-31,0.4
2024-04-30,0.7
2024-05-31,0.6200000000000017
2024-06-30,0.9000000000000028
2024-07-31,0.2
2024-08-31,-0.48000000000000115
2024-09-30,0.9400000000000006
2024-10-31,0.5
2024-11-30,0.6200000000000017
2024-12-31,1.1
2025-01-31,-0.1200000000000017
2025-02-28,0.4599999999999994
2025-03-31,-0.4199999999999989
2025-04-30,-0.9200000000000017
2025-05-31,-0.7400000000000005
2025-06-30,-0.1200000000000017
2025-07-31,-0.04000000000000057
2025-08-31,-0.9199999999999988
2025-09-30,-0.9599999999999994
2025-10-31,-0.6400000000000006
2025-11-30,0.18000000000000113
2025-12-31,-0.4799999999999983
2026-01-31,1.5400000000000034
2026-02-28,0.8599999999999965
2026-03-31,0.9599999999999994
2026-04-30,1.0000000000000029
