edition,time_period,value
200508,2003-12,110.25
200508,2004-01,106.97
200508,2004-02,106.65
200508,2004-03,108.22
200508,2004-04,111.04
200508,2004-05,110.55
200508,2004-06,111.53
200508,2004-07,113.28
200508,2004-08,111.96
200508,2004-09,112.62
200508,2004-10,111.26
200508,2004-11,112.33
200508,2004-12,113.57
200508,2005-01,115.81
200508,2005-02,119.17
200508,2005-03,117.22
200508,2005-04,118.57
200508,2005-05,120.27
200509,1995-01,77.93
200509,1995-02,74.6
200509,1995-03,76.81
200509,1995-04,79.31
200509,1995-05,79.06
200509,1995-06,79.34
200509,1995-07,77.82
200509,1995-08,77.84
200509,1995-09,77.29
200509,1995-10,79.08
200509,1995-11,77.66
200509,1995-12,81.13
200509,1996-01,80.78
200509,1996-02,83.97
200509,1996-03,79.18
200509,1996-04,80.52
200509,1996-05,82.26
200509,1996-06,82.11
200509,1996-07,82.14
200509,1996-08,83.49
200509,1996-09,84.34
200509,1996-10,81.92
200509,1996-11,84.72
200509,1996-12,84.41
200509,1997-01,74.52
200509,1997-02,77.25
200509,1997-03,75.85
200509,1997-04,77.87
200509,1997-05,75.66
200509,1997-06,72.34
200509,1997-07,78.74
200509,1997-08,77.11
200509,1997-09,77.52
200509,1997-10,79.99
200509,1997-11,75.76
200509,1997-12,75.67
200509,1998-01,79.77
200509,1998-02,78.84
200509,1998-03,82.17
200509,1998-04,74.92
200509,1998-05,78.57
200509,1998-06,82.18
200509,1998-07,80.34
200509,1998-08,80.65
200509,1998-09,81.1
200509,1998-10,79.68
200509,1998-11,83.7
200509,1998-12,78.44
200509,1999-01,91.79
200509,1999-02,90.72
200509,1999-03,91.05
200509,1999-04,95.25
200509,1999-05,91.84
200509,1999-06,93.05
200509,1999-07,91.09
200509,1999-08,93.34
200509,1999-09,94.38
200509,1999-10,95.66
200509,1999-11,94.4
200509,1999-12,93.38
200509,2000-01,92.05
200509,2000-02,97.16
200509,2000-03,103.51
200509,2000-04,99.86
200509,2000-05,101.47
200509,2000-06,103.45
200509,2000-07,100.92
200509,2000-08,100.8
200509,2000-09,101.02
200509,2000-10,98.76
200509,2000-11,99.74
200509,2000-12,101.27
200509,2001-01,101.55
200509,2001-02,105.55
200509,2001-03,100.38
200509,2001-04,101.62
200509,2001-05,101.09
200509,2001-06,100.4
200509,2001-07,104.65
200509,2001-08,105.77
200509,2001-09,107.55
200509,2001-10,106.49
200509,2001-11,109.59
200509,2001-12,108.79
200509,2002-01,112.08
200509,2002-02,106.09
200509,2002-03,111.13
200509,2002-04,107.44
200509,2002-05,110.66
200509,2002-06,112.8
200509,2002-07,110.48
200509,2002-08,109.59
200509,2002-09,109.29
200509,2002-10,112.13
200509,2002-11,110.54
200509,2002-12,113.47
200509,2003-01,106.43
200509,2003-02,103.11
200509,2003-03,101.5
200509,2003-04,104.83
200509,2003-05,103.76
200509,2003-06,102.16
200509,2003-07,102.14
200509,2003-08,104.53
200509,2003-09,103.35
200509,2003-10,106.95
200509,2003-11,107.53
200509,2003-12,110.65
200509,2004-01,107.36
200509,2004-02,107.05
200509,2004-03,108.64
200509,2004-04,111.48
200509,2004-05,110.99
200509,2004-06,111.99
200509,2004-07,113.49
200509,2004-08,112.32
200509,2004-09,112.99
200509,2004-10,111.64
200509,2004-11,112.74
200509,2004-12,113.99
200509,2005-01,116.24
200509,2005-02,119.65
200509,2005-03,117.71
200509,2005-04,119.07
200509,2005-05,120.81
200509,2005-06,120.9
200509,2005-07,122.13
200510,1995-01,77.96
200510,1995-02,74.6
200510,1995-03,76.8
200510,1995-04,79.33
200510,1995-05,79.05
200510,1995-06,79.33
200510,1995-07,77.83
200510,1995-08,77.82
200510,1995-09,77.27
200510,1995-10,79.08
200510,1995-11,77.65
200510,1995-12,81.15
200510,1996-01,80.78
200510,1996-02,83.98
200510,1996-03,79.19
200510,1996-04,80.52
200510,1996-05,82.25
200510,1996-06,82.13
200510,1996-07,82.13
200510,1996-08,83.49
200510,1996-09,84.35
200510,1996-10,81.91
200510,1996-11,84.72
200510,1996-12,84.42
200510,1997-01,74.5
200510,1997-02,77.24
200510,1997-03,75.86
200510,1997-04,77.86
200510,1997-05,75.66
200510,1997-06,72.34
200510,1997-07,78.74
200510,1997-08,77.11
200510,1997-09,77.51
200510,1997-10,79.97
200510,1997-11,75.77
200510,1997-12,75.65
200510,1998-01,79.78
200510,1998-02,78.85
200510,1998-03,82.18
200510,1998-04,74.92
200510,1998-05,78.58
200510,1998-06,82.17
200510,1998-07,80.33
200510,1998-08,80.65
200510,1998-09,81.09
200510,1998-10,79.68
200510,1998-11,83.7
200510,1998-12,78.41
200510,1999-01,91.81
200510,1999-02,90.73
200510,1999-03,91.06
200510,1999-04,95.25
200510,1999-05,91.86
200510,1999-06,93.05
200510,1999-07,91.09
200510,1999-08,93.33
200510,1999-09,94.36
200510,1999-10,95.67
200510,1999-11,94.38
200510,1999-12,93.35
200510,2000-01,92.07
200510,2000-02,97.15
200510,2000-03,103.51
200510,2000-04,99.88
200510,2000-05,101.46
200510,2000-06,103.45
200510,2000-07,100.94
200510,2000-08,100.77
200510,2000-09,101.02
200510,2000-10,98.75
200510,2000-11,99.72
200510,2000-12,101.28
200510,2001-01,101.54
200510,2001-02,105.55
200510,2001-03,100.39
200510,2001-04,101.62
200510,2001-05,101.08
200510,2001-06,100.41
200510,2001-07,104.67
200510,2001-08,105.71
200510,2001-09,107.57
200510,2001-10,106.47
200510,2001-11,109.58
200510,2001-12,108.82
200510,2002-01,112.07
200510,2002-02,106.09
200510,2002-03,111.14
200510,2002-04,107.44
200510,2002-05,110.66
200510,2002-06,112.85
200510,2002-07,110.5
200510,2002-08,109.5
200510,2002-09,109.27
200510,2002-10,112.11
200510,2002-11,110.54
200510,2002-12,113.48
200510,2003-01,106.42
200510,2003-02,103.11
200510,2003-03,101.53
200510,2003-04,104.86
200510,2003-05,103.8
200510,2003-06,102.22
200510,2003-07,102.2
200510,2003-08,104.35
200510,2003-09,103.29
200510,2003-10,106.9
200510,2003-11,107.53
200510,2003-12,110.65
200510,2004-01,107.37
200510,2004-02,107.08
200510,2004-03,108.67
200510,2004-04,111.55
200510,2004-05,111.11
200510,2004-06,112.13
